,address,at_street,description,latitude,location_type,longitude,municipality,name,on_street,platform_code,platform_name,vehicle_type,wheelchair_boarding
4215,,,,42.159481,0,-71.043111,Randolph,S Main St @ Elgin Court,South Main Street,,,3.0,1
5809,,,,42.400315,0,-70.996693,Revere,560 Winthrop Ave,Revere Beach Parkway,,,3.0,1
12376,,Orchard Street,,42.413057,0,-71.120846,Medford,Winthrop St @ Orchard St,Winthrop Street,,,3.0,1
node-sstat-deweystair-lobby,,,"South Station - Bottom of stairs for Summer Street, Atlantic Avenue",,3,,Boston,South Station,,,,,1
ER-0099-01,,,River Works (GE Employees only) - Commuter Rail - Track 1 (Outbound),42.449927,0,-70.969848,Lynn,River Works,,1,Track 1 (Outbound),2.0,2
NHRML-0218-B0,,,North Billerica - Commuter Rail Shuttle - Billerica Ave @ East Parking Lot,42.593418,0,-71.279762,Billerica,North Billerica - Billerica Ave @ East Parking Lot,Billerica Avenue,,Commuter Rail Shuttle,3.0,1
5212,,Gilmore Terrace,,42.282123,0,-71.150495,Boston,230 Park St opp Gilmore Terr,Park Street,,,3.0,1
door-WML-0091-wbwas,,,West Newton - Washington St (West),42.347664,2,-71.232233,Newton,West Newton - Washington St (West),,,,,2
5656,,Lynn Street,,42.389371,0,-71.031916,Chelsea,Central Ave @ Lynn St,Central Avenue,,,3.0,1
9176,,Ivy Road,,42.426933,0,-71.124967,Medford,475 Winthrop St @ Temple Shalom,Winthrop Street,,,3.0,1
9980,,Beacon Street,,42.356083,0,-71.06926,Boston,Charles St @ Beacon St,Charles Street,,,3.0,1
39689,,,,42.214852,0,-70.989645,Braintree,Middle St @ Kew Rd,Middle Street,,,3.0,0
8971,,Norton Street,,42.244054,0,-71.138248,Boston,1799 River St opp Norton St,River Street,,,3.0,1
node-davis-340stair-lobby,,,Davis - Top of southern stairs for platform,,3,,Somerville,Davis,,,,,1
node-symcl-wb-farepaid,,,Symphony - Paid side of fare gates,,3,,Boston,Symphony,,,,,1
1758,,,,42.326518,0,-71.106467,Boston,Heath St @ Hayden St,Heath Street,,,3.0,1
ER-0183-02,,,Beverly - Commuter Rail - Track 2 (Boston),42.547276,0,-70.885432,Beverly,Beverly,,2,Track 2 (Boston),2.0,1
49850,,South Avenue,,42.48349,0,-71.221597,Burlington,Second Ave @ South Ave,Second Avenue,,,3.0,1
1234,,Aguadilla Street,,42.341773,0,-71.07568,Boston,Tremont St @ Aguadilla St,Tremont Street,,,3.0,1
10010,,Newmarket Square,,42.330944,0,-71.064621,Boston,Southampton St @ Newmarket St,Southampton Street,,,3.0,1
node-402-landing,,,World Trade Center - Top of first World Trade Center entrance escalator,,3,,Boston,World Trade Center,,,,,1
11187,,School Street,,42.314537,0,-71.099631,Boston,Washington St @ School St,Washington Street,,,3.0,1
5005,,Rural Avenue,,42.421297,0,-71.117556,Medford,High St @ Rural Ave - Winthrop Circle,High Street,,,3.0,1
4497,,Ward Street,,42.422285,0,-71.003972,Revere,Broadway @ Ward St,Broadway,,,3.0,1
FR-0201-02,,,Concord - Commuter Rail - Track 2 (Boston),42.456565,0,-71.357677,Concord,Concord,,2,Track 2 (Boston),2.0,2
8269,,Old Mystic Street,,42.434688,0,-71.155609,Arlington,Mystic St @ Old Mystic St - Arlington Line,Mystic Street,,,3.0,1
33632,,Cedar Terrace Street,,42.263827,0,-71.043104,Milton,Squantum St @ Antwerp St,Squantum Street,,,3.0,1
70169,,,Newton Highlands - Green Line - (D) Riverside,42.32253,0,-71.205421,Newton,Newton Highlands,,,Riverside,0.0,1
9170099,,Brook Street,Wollaston - Red Line Braintree Shuttle - Newport Ave @ Brook St,42.26656,0,-71.020832,Quincy,Wollaston - Newport Ave @ Brook St,Newport Avenue,,Braintree Shuttle,3.0,1
door-WML-0102-woodland,,,Auburndale - Woodland Rd,42.345139,2,-71.252126,Newton,Auburndale - Woodland Rd,,,,,2
node-nqncy-spstair-lobby,,,North Quincy - Top of stairs between platform and Squantum Street lobby,42.275225,3,-71.029569,Quincy,North Quincy,,,,,1
node-aqucl-nstatestairs-street,,,Aquarium - Top of stairs for State Street north,,3,,Boston,Aquarium,,,,,1
869451,,Music Hall Avenue,,42.376139,0,-71.234782,Waltham,Elm St @ Main St,Elm Street,,,3.0,1
34503,,,Fields Corner - Red Line Ashmont Shuttle - Dorchester Ave @ Fields Corner Station,42.300316,0,-71.060253,Boston,Dorchester Ave @ Fields Corner Station,Dorchester Avenue,,Ashmont Shuttle,3.0,1
place-NHRML-0078,"29 Waterfield Rd, Winchester, MA 01890",,,42.451088,1,-71.13783,Winchester,Winchester Center,,,,,2
8335,,Readville Street,,42.244242,0,-71.134256,Boston,Neponset Valley Parkway @ Readville St,Neponset Valley Parkway,,,3.0,1
node-jfk-bragasstair-platform,,,"JFK/UMass - Bottom of southern stairs between Braintree, Alewife platform and lobby",42.320427,3,-71.052252,Boston,JFK/UMass,,,,,1
GB-0254-B2,,,Manchester - Commuter Rail Shuttle - 11 Summer St,42.574457,0,-70.768786,Manchester,Manchester - 11 Summer St,Summer Street,,Commuter Rail Shuttle,3.0,1
584,,Newcroft Circle,,42.271172,0,-71.083864,Boston,308 River St opp Newcroft Circle,River Street,,,3.0,1
8466,,The Great Road,,42.491566,0,-71.279005,Bedford,South Rd @ Great Rd,South Road,,,3.0,1
8600,,Woburn Street,,42.446103,0,-71.22278,Lexington,Massachusetts Ave @ Woburn St,Massachusetts Avenue,,,3.0,1
node-cntsq-ibstair-farepaid,,,Central - Paid side of fare gates,,3,,Cambridge,Central,,,,,1
node-jfk-bracolstair-lobby,,,"JFK/UMass - Top of stairs from Braintree, Alewife platform and Columbia Road",42.321148,3,-71.052342,Boston,JFK/UMass,,,,,1
7839,,Buttrick Street,,42.359406,0,-71.243538,Waltham,Rumford Ave @ Buttrick St,Rumford Avenue,,,3.0,1
node-772-top,,,Medford/Tufts - Top of Elevator 772,42.408005,3,-71.117041,Medford,Medford/Tufts,,,,,1
13815,,Kensington Road,,42.213445,0,-70.961315,Weymouth,Washington St @ Hunt St,Washington Street,,,3.0,1
place-brntn,"197 Ivory St, Braintree, MA 02184",,,42.207854,1,-71.001138,Braintree,Braintree,,,,,1
2860,,Moulton Street,,42.376884,0,-71.056325,Boston,Vine St @ Moulton St,Vine Street,,,3.0,1
13838,,Winter Street,,42.200625,0,-70.945851,Weymouth,Middle St opp Winter St,Middle Street,,,3.0,1
9070233,,,Dean Road - Green Line Cleveland Circle Shuttle,42.338027,0,-71.141682,Brookline,Dean Road,,,Cleveland Circle Shuttle,3.0,1
3957,,Independence Avenue,,42.238617,0,-71.003273,Quincy,Franklin St @ Independence Ave,Franklin Street,,,3.0,0
5598,,Jefferson Avenue,,42.402028,0,-71.035402,Chelsea,296 Washington Ave opp Jefferson Ave,Washington Avenue,,,3.0,1
8635,,Waltham Street,,42.435732,0,-71.235184,Lexington,Marrett Rd @ Waltham St,Marrett Road,,,3.0,1
5817,,Leverett Avenue,,42.398244,0,-70.987574,Revere,Endicott Ave @ Leverett Ave,Endicott Avenue,,,3.0,1
9229,,West Emerson Street,,42.458656,0,-71.06311,Melrose,Main St @ E Emerson St,Main Street,,,3.0,1
node-wondl-busstairs-busway,,,Wonderland - Bottom of stairs to busway door to lobby,42.413404,3,-70.991995,Revere,Wonderland,,,,,1
2733,,Medford Street,,42.397313,0,-71.104121,Somerville,Broadway @ Medford St - Magoun Sq,Broadway,,,3.0,1
1030,,Strathmore Road,,42.340595,0,-71.155037,Boston,Chestnut Hill Ave @ Strathmore Rd,Chestnut Hill Avenue,,,3.0,1
1323,,Columbus Avenue,,42.331479,0,-71.095333,Boston,Tremont St @ Columbus Ave,Tremont Street,,,3.0,1
node-400-rl,,,South Station - Bottom of Escalator 400,,3,,Boston,South Station,,,,,1
3860,,River Street,,42.219842,0,-71.003752,Braintree,Washington St opp River St,Washington Street,,,3.0,1
45211,,,,42.456007,0,-70.973048,Lynn,Western Ave opp Ida St,Western Avenue,,,3.0,1
node-bbsta-upassestairs-bottom,,,Back Bay - Bottom of eastern underpass stairs,,3,,Boston,Back Bay,,,,,1
36701,,James Road,,42.225879,0,-70.94096,Weymouth,Commercial St @ King Oak Terr,Commercial Street,,,3.0,1
8841,,Palmer Street,,42.376368,0,-71.250081,Waltham,Main St @ Palmer St,Main Street,,,3.0,1
81438,,Oakland Avenue,,42.285098,0,-71.235673,Needham,Highland Ave @ Oakland Ave,Highland Avenue,,,3.0,1
node-903-passage,,,Haymarket - Mezzanine-level of elevator between Oak Grove platform and Congress Street lobby,,3,,Boston,Haymarket,,,,,1
111828,,Atlantic House Road,,42.264125,0,-70.845936,Hull,School St - Nantasket Ave to Atlantic Ave (FLAG),School Street,,,3.0,1
4013,,Elmwood Avenue,,42.207371,0,-71.012413,Braintree,Franklin St @ Elmwood Ave,Franklin Street,,,3.0,1
NB-0120-B0,,,Needham Junction - Commuter Rail Outbound Shuttle,42.273341,0,-71.236062,Needham,Needham Junction,,,Outbound Shuttle,3.0,1
8170,,Adams Street,,42.359892,0,-71.202409,Newton,Watertown St @ Adams St,Watertown Street,,,3.0,1
1384,,Appleton Street,,42.345018,0,-71.074771,Boston,Dartmouth St @ Appleton St,Dartmouth Street,,,3.0,1
node-816-lobby,,,Davis - Top of Elevator 816,,3,,Somerville,Davis,,,,,1
5055,,Central Avenue,,42.414379,0,-71.056954,Everett,Hancock St @ Central Ave,Hancock Street,,,3.0,1
2926,,Stanwood Street,,42.306567,0,-71.077044,Boston,185 Columbia Rd,Columbia Road,,,3.0,1
FR-0074-02,,,Waverley - Commuter Rail - Track 2 (Boston),42.3876,0,-71.190744,Belmont,Waverley,,2,Track 2 (Boston),2.0,2
place-NEC-2139,"Beaumont St and Sherman St, Canton, MA 02021",,,42.163204,1,-71.15376,Canton,Canton Junction,,,,,1
5506,,,,42.394629,0,-71.066856,Everett,Broadway @ Dexter St,Broadway,,,3.0,1
5429,,Bryant Street,,42.427994,0,-71.057433,Malden,420 Eastern Ave,Eastern Avenue,,,3.0,1
2179,,Alpine Street,,42.385354,0,-71.137421,Cambridge,Concord Ave @ Alpine St,Concord Avenue,,,3.0,1
node-astao-442-ground,,,Assembly - Bottom of Escalator 442,42.393272,3,-71.077691,Somerville,Assembly,,,,,1
3305,,,,42.251137,0,-70.965313,Quincy,26 Taffrail Rd,Taffrail Road,,,3.0,1
9190,,Pitman Avenue,,42.478473,0,-71.063162,Wakefield,Main St opp Pitman Ave,Main Street,,,3.0,1
node-haecl-congogplats-platform,,,Haymarket - Bottom of stairs between mezzanine and Oak Grove platform,,3,,Boston,Haymarket,,,,,1
1698,,Skilton Lane,,42.51248,0,-71.20203,Burlington,Cambridge St @ Skilton Ln,Cambridge Street,,,3.0,1
place-sumav,"Beacon St and Summit Ave, Brookline, MA",,,42.34111,1,-71.12561,Brookline,Summit Avenue,,,,,2
node-pktrm-cpebstairs-rl,,,Park Street - Bottom of stairs between Red Line center platform and Government Center & North platform,,3,,Boston,Park Street,,,,,1
6944,,Richardson Street,,42.470881,0,-71.150117,Woburn,Main St @ Richardson St,Main Street,,,3.0,1
node-harsq-lowerstair-lobby,,,Harvard - Top of stairs between main lobby and Lower Busway,,3,,Cambridge,Harvard,,,,,1
node-450-platform,,,Kendall/MIT - Bottom of Escalator 450 to Carleton St,42.362142,3,-71.08625,Cambridge,Kendall/MIT,,,,,1
node-939-entrance,,,Courthouse - Top of elevator between Thomson Place and lobby,,3,,Boston,Courthouse,,,,,1
door-belsq-arlington,,,Bellingham Square - Arlington Street,42.395667,2,-71.034627,Chelsea,Bellingham Square - Arlington Street,,,,,1
node-999-ol,,,Downtown Crossing - Top of elevator between Alewife platform and Oak Grove platform,,3,,Boston,Downtown Crossing,,,,,1
3788,,Richard Street,,42.241448,0,-70.992068,Quincy,Quincy Ave opp Richard St,Quincy Avenue,,,3.0,1
2222,,Inman Street,,42.36995,0,-71.102783,Cambridge,Broadway @ Inman St,Broadway,,,3.0,1
5703,,Bates Street,,42.418494,0,-70.998769,Revere,Revere St @ Bates St,Revere Street,,,3.0,1
4368,,Gerald Road,,42.250775,0,-71.060399,Milton,Pleasant St @ Nancy Rd,Pleasant Street,,,3.0,1
door-sstat-usps,,,South Station - USPS Post Office,42.351108,2,-71.054729,Boston,South Station - USPS Post Office,,,,,1
70196,,,Park Street - Green Line - (B) Boston College,42.356395,0,-71.062424,Boston,Park Street,,B,Boston College,0.0,1
246,,,,42.344167,0,-71.039113,Boston,Summer St @ Pappas Way,Summer Street,,,3.0,1
5333,,,,42.42326,0,-71.090929,Medford,Salem St @ Fellsway Garage,Salem Street,,,3.0,1
31255,"Black Falcon Ave and Design Center Pl, Boston, MA 02210",Design Center Place,Drydock Ave @ Design Center Place - Silver Line - SL2 South Station,42.3446,0,-71.034476,Boston,Drydock Ave @ Design Center Place,Drydock Avenue,,South Station,3.0,1
2763,,Boston Street,,42.379859,0,-71.090824,Somerville,Washington St @ Boston St,Washington Street,,,3.0,1
place-smmnl,"Dayton St and Clementine Park, Dorchester, MA 02124",,,42.293126,1,-71.065738,Boston,Shawmut,,,,,1
36466,,Pingree Street,,42.254919,0,-71.124162,Boston,Hyde Park Ave @ Oak St,Hyde Park Avenue,,,3.0,1
8960,,Como Road,,42.240139,0,-71.135796,Boston,Readville St @ Como Rd,Readville Street,,,3.0,1
6177,,Hancock Street,,42.512725,0,-70.89209,Salem,Lafayette St @ Saltonstall Pkwy,Lafayette Street,,,3.0,1
81440,,Dana Place,,42.290038,0,-71.23495,Needham,Highland Ave @ Dana Pl,Highland Avenue,,,3.0,1
81916,,Lee Street Extension,,42.326155,0,-71.140511,Brookline,Lee St @ Boylston St,Lee Street,,,3.0,1
door-dwnxg-chauncy,,,Downtown Crossing - Chauncy St,42.35436,2,-71.059588,Boston,Downtown Crossing - Chauncy St,,,,,2
9070,,Lynn Street,,42.436065,0,-71.021736,Malden,Salem St @ Lynn St,Salem Street,,,3.0,1
4084,,Town Street,,42.206368,0,-71.022107,Braintree,Granite St @ Town St,Granite Street,,,3.0,1
5701,,Bosson Street,,42.418573,0,-70.995974,Revere,Revere St @ Bosson St,Revere Street,,,3.0,1
49061,,Church Street,,42.433881,0,-71.041665,Malden,Salem St @ Church St,Salem Street,,,3.0,1
4906,,Pleasant Street,,42.468438,0,-70.900513,Swampscott,Humphrey St @ Pleasant St,Humphrey Street,,,3.0,1
8480,,Walsh Road,,42.291262,0,-71.192139,Newton,Wiswall Rd @ Walsh Rd,Wiswall Road,,,3.0,0
node-rugg-olnstairs-platform,,,Ruggles - Bottom of Orange Line north platform stairs,,3,,Boston,Ruggles,,,,,1
49839,,Montvale Avenue,,42.479981,0,-71.12414,Woburn,Central St @ Montvale Ave,Central Street,,,3.0,1
node-514-lobby,,,Harvard - Bottom of escalator from lobby to Harvard Square mezzanine,,3,,Cambridge,Harvard,,,,,1
node-408-bridge,,,Airport - Top of Escalator 408,42.374278,3,-71.030083,Boston,Airport,,,,,1
node-972-platform,,,Kenmore - Bottom of Park Street & North elevator,42.348888,3,-71.095356,Boston,Kenmore,,,,,1
5342,,Pleasant Street,,42.426166,0,-71.067354,Malden,Main St opp Pleasant St,Main Street,,,3.0,1
4040,,Maitland Avenue,,42.191015,0,-71.029853,Randolph,North St @ Maitland Ave,North Street,,,3.0,1
2889,,Columbia Road,,42.413444,0,-71.108991,Medford,Mystic Ave @ Columbia Rd,Mystic Avenue,,,3.0,1
6410,,Needham Road,,42.243669,0,-71.124308,Boston,Washington St @ Needham Rd,Washington Street,,,3.0,1
7189,,New Balch Street,,42.570694,0,-70.891984,Beverly,Cabot St @ Country Dr,Cabot Street,,,3.0,1
5322,,Park Street,,42.420672,0,-71.098936,Medford,Salem St @ Park St,Salem Street,,,3.0,1
9070503,,Newton Street,Union Square - Green Line Shuttle - Prospect St @ Union Sq Station,42.37812,0,-71.09467,Somerville,Union Square - Prospect St @ Union Sq Station,Prospect Street,,Green Line Shuttle,3.0,1
9107,,Lincolnshire Way,,42.444772,0,-71.134486,Winchester,Main St @ Chestnut St,Main Street,,,3.0,1
1743,,Walnut Avenue,,42.313614,0,-71.095387,Boston,Columbus Ave @ Walnut Ave,Columbus Avenue,,,3.0,1
3489,,Forbes Hill Road,,42.258932,0,-71.031551,Quincy,Beale St @ Forbes Hill Rd,Beale Street,,,3.0,1
2359,,Cedar Avenue,,42.412569,0,-71.181872,Arlington,Park Ave @ Cedar Ave,Park Avenue,,,3.0,0
49832,,Wood Street,,42.487638,0,-71.135821,Woburn,Salem St @ Wood St,Salem Street,,,3.0,1
7331,,Lebel Road,,42.498635,0,-70.972963,Lynn,Lynnfield St opp Lebel Rd,Lynnfield Street,,,3.0,1
70509,,,Ball Square - Green Line - (E) Medford/Tufts,42.40038,0,-71.111331,Medford,Ball Square,,,Medford/Tufts,0.0,1
node-130-platform,,,Forest Hills - Bottom of Orange Line platform south escalator,42.300603,3,-71.114281,Boston,Forest Hills,,,,,1
place-NEC-2203,"1 Pingree St, Hyde Park, MA 02136",,,42.25503,1,-71.125526,Boston,Hyde Park,,,,,1
6681,,Boston Street,,42.469943,0,-70.959904,Lynn,N Franklin St @ Boston St,Franklin Street,,,3.0,1
node-knncl-frontnbstair-platform,,,Kendall/MIT - Stairs platform level,,3,,Cambridge,Kendall/MIT,,,,,1
FR-0394-02,,,Shirley - Commuter Rail - Track 2,42.545089,0,-71.648004,Shirley,Shirley,,2,Track 2,2.0,2
416,,Franklin Park Service Road,,42.301448,0,-71.085964,Boston,Blue Hill Ave opp McLellan St,Blue Hill Avenue,,,3.0,1
9070129,,Griggs Street,Griggs Street - Green Line Boston College Shuttle - Commonwealth Ave opp Griggs St,42.348901,0,-71.134118,Boston,Griggs Street - Commonwealth Ave opp Griggs St,Commonwealth Avenue,,Boston College Shuttle,3.0,1
6463,,Sycamore Street,,42.284441,0,-71.125001,Boston,Cummins Hwy @ Sycamore St,Cummins Highway,,,3.0,1
place-FR-0064,"Common St and Concord Ave, Belmont, MA 02478",,,42.395896,1,-71.17619,Belmont,Belmont,,,,,2
2192,,Edgemoor Road,,42.392508,0,-71.163804,Belmont,Concord Ave opp Edgemoor Rd,Concord Avenue,,,3.0,1
2622,,Porter Street,,42.38626,0,-71.113903,Somerville,Elm St @ Porter St,Elm Street,,,3.0,1
3252,,,,42.26478,0,-70.970523,Quincy,749 Sea St,Sea Street,,,3.0,1
78201,,Rumford Avenue,,42.357685,0,-71.239754,Newton,Lexington St @ Rumford Ave,Lexington Street,,,3.0,1
9209,,Fairlawn Street,,42.438042,0,-71.067199,Malden,Main St @ Fairlawn St,Main Street,,,3.0,0
16369,,Violante Street,,42.266533,0,-71.097269,Boston,River St @ Violante St,River Street,,,3.0,1
5841,,Westbrook Street,,42.384811,0,-71.012515,Boston,Bennington St @ Westbrook St,Bennington Street,,,3.0,1
7710,,Burnham Street,,42.383857,0,-71.189437,Belmont,Lexington St @ Burnham St,Lexington Street,,,3.0,1
3830,,Arnold Street,,42.244109,0,-70.985646,Quincy,South St opp Arnold St,South Street,,,3.0,1
node-coecl-976-platform,,,Copley - Bottom of Park Street & East platform Elevator 976,42.34977,3,-71.078123,Boston,Copley,,,,,1
8952,,,,42.25338,0,-71.139224,Boston,Turtle Pond Pkwy @ Alwin St,Turtle Pond Parkway,,,3.0,1
node-382-rl,,,South Station - Bottom of Escalator 382,,3,,Boston,South Station,,,,,1
70080,,,South Station - Red Line - Alewife,42.352271,0,-71.055242,Boston,South Station,,,Alewife,1.0,1
4951,,Driscoll Street,,42.533119,0,-70.913895,Peabody,Margin St opp Driscoll St,Margin Street,,,3.0,1
place-GB-0198,"180 Essex St, Beverly, MA 01915",,,42.562171,1,-70.869254,Beverly,Montserrat,,,,,1
3369,,Milton Street,,42.280252,0,-71.054608,Boston,Granite Ave @ Milton St,Granite Avenue,,,3.0,1
WML-0177-02,,,Natick Center - Commuter Rail - Track 2,42.285719,0,-71.347133,Natick,Natick Center,,2,Track 2,2.0,2
16739,,Summerset Court,,42.46965,0,-70.991008,Lynn,Garfield Ave @ Castle Rising Ct,Garfield Avenue,,,3.0,1
2154,,Sozio Rotary,,42.387142,0,-71.14201,Cambridge,Concord Ave opp New St,Concord Avenue,,,3.0,1
4175,,Canton Street,,42.185413,0,-71.055272,Randolph,N Main St @ Chestnut St,North Main Street,,,3.0,1
node-dwnxg-stair12-middle,,,"Downtown Crossing - Bottom of stairs between Washington Street, Winter Street mezzanine and street",,3,,Boston,Downtown Crossing,,,,,1
node-astao-revplatstair-platform,,,Assembly - Bottom of platform stairs for Revolution Drive,42.392069,3,-71.077199,Somerville,Assembly,,,,,1
41836,,Gerry Road,,42.299997,0,-71.15539,Brookline,Independence Dr @ Gerry Rd,Independence Drive,,,3.0,1
9019,,Coleman Street,,42.434141,0,-71.035964,Malden,68 Hunting St opp Hunting Playground,Hunting Street,,,3.0,1
12636,,Busway,,42.406461,0,-71.132577,Somerville,Broadway opp Clarendon Hill Busway,Broadway,,,3.0,1
3036,,Greenleaf Street,,42.255009,0,-71.006352,Quincy,Hancock St opp Greenleaf St,Hancock Street,,,3.0,0
576,,,,42.271405,0,-71.080781,Boston,River St opp Duxbury Rd,River Street,,,3.0,1
71272,,,Valley Road - Mattapan Line Central Avenue Van Shuttle - Eliot St opp Valley Rd Sta,42.267781,0,-71.081139,Milton,Eliot St opp Valley Rd Sta,Eliot Street,,Central Ave Van Shuttle,3.0,1
4615,,Endicott Street,,42.548524,0,-70.942572,Danvers,Commonwealth Ave @ Endicott St,Commonwealth Ave,,,3.0,1
place-ER-0099,"1000 Western Ave, Lynn, MA 01910 (General Electric employees only)",,GE Employees Only,42.449927,1,-70.969848,Lynn,River Works,,,,,2
6113,,,,42.505653,0,-70.890897,Salem,Lafayette St @ Loring Ave,Lafayette Street,,,3.0,1
FR-0394-01,,,Shirley - Commuter Rail - Track 1,42.545089,0,-71.648004,Shirley,Shirley,,1,Track 1,2.0,2
9283,,Court Street,,42.515601,0,-71.069515,Wakefield,Cordis St @ Court St,Cordis Street,,,3.0,0
3224,,Royal Street,,42.276463,0,-71.020136,Quincy,Billings Rd @ Royal St,Billings Road,,,3.0,1
8537,,Wheeler Road,,42.312077,0,-71.196618,Newton,Parker St opp Wheeler Rd,Parker Street,,,3.0,1
NEC-2265-03,,,Ruggles - Commuter Rail - Track 3,42.336368,0,-71.089554,Boston,Ruggles,,3,Commuter Rail - Track 3,2.0,1
ER-0115,,,Lynn - Commuter Rail,42.462953,0,-70.945421,Lynn,Lynn,,,Commuter Rail,2.0,1
1219,,Centre Street,,42.325015,0,-71.09808,Boston,Columbus Ave @ Centre St,Columbus Avenue,,,3.0,1
7432,,Sunnyside Park,,42.449907,0,-71.000911,Saugus,Lincoln Ave @ Sunnyside Pk,Lincoln Avenue,,,3.0,1
39679,,,,42.228303,0,-70.987743,Braintree,Commercial St @ Elm St,Commercial Street,,,3.0,1
5323,,Dudley Street,,42.421444,0,-71.097078,Medford,Salem St @ Dudley St,Salem Street,,,3.0,1
3868,,Gilbert L Bean Drive,,42.20575,0,-71.00466,Braintree,Washington St opp Gilbert L Bean Rd,Washington Street,,,3.0,1
node-pktrm-sbwinterstairs-lobby,,,Park Street - Top of stairs between Ashmont/Braintree platform and Winter Street Concourse,,3,,Boston,Park Street,,,,,1
